year,date,song_title,movie,composer,singer,lyricist,youtube_id,youtube_title,duration,official,verified,downloaded,download_path,view_count,error
2026,2026-01-01,Jilpanso Music Video Youth Ken Karunaas GV Prakash,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,ljDYhKzWCO4,Jilpanso Music Video | Youth | Ken Karunaas | GV Prakash,154.0,N,N,Y,/home/vscode/code/research/tamil-music-history/songs/ljDYhKzWCO4_Jilpanso Music Video  Youth  Ken Karunaas  GV Prak.%(ext)s,996994,
2026,2026-01-01,Mass Beat Mashup 2026 Trending South Hits Song 4K,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,mVvURlJn2WQ,Mass Beat Mashup 2026 | Trending South Hits Song | 4K ,875.0,N,N,Y,/home/vscode/code/research/tamil-music-history/songs/mVvURlJn2WQ_Mass Beat Mashup 2026  Trending South Hits Song  4.%(ext)s,267577,
2025,2025-01-01,Monica Lyric Video COOLIE Superstar Rajinikanth Sun Pictures Lokesh Anirudh Pooj,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,2qCpY38ompo,Monica - Lyric Video| COOLIE | Superstar Rajinikanth | Sun Pictures | Lokesh | Anirudh | Pooja Hegde,215.0,N,N,Y,/home/vscode/code/research/tamil-music-history/songs/2qCpY38ompo_Monica - Lyric Video COOLIE  Superstar Rajinikanth.%(ext)s,282504859,
2025,2025-01-01,"Narivetta Minnalvala Video Song Tovino Thomas, Anuraj Manohar, Jakes Bejoy, Sid ",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,izbydia9jz4,"Narivetta - Minnalvala Video Song | Tovino Thomas, Anuraj Manohar, Jakes Bejoy, Sid Sriram, Sithara",229.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/izbydia9jz4_Narivetta - Minnalvala Video Song  Tovino Thomas A.%(ext)s,146712187,
2025,2025-01-01,Monica Video Song COOLIE Superstar Rajinikanth Sun Pictures Lokesh Anirudh Pooja,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,neOasLBWoy0,Monica - Video Song | COOLIE | Superstar Rajinikanth | Sun Pictures | Lokesh | Anirudh | Pooja Hegde,186.0,N,N,Y,/home/vscode/code/research/tamil-music-history/songs/neOasLBWoy0_Monica - Video Song  COOLIE  Superstar Rajinikanth.%(ext)s,123168014,
2025,2025-01-01,Full Video: KANIMAA RETRO Suriya Karthik Subbaraj Pooja Hegde Santhosh Narayanan,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,5CEXL8kfGL4,Full Video: KANIMAA - RETRO | Suriya | Karthik Subbaraj | Pooja Hegde | Santhosh Narayanan,245.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/5CEXL8kfGL4_Full Video KANIMAA - RETRO  Suriya  Karthik Subbar.%(ext)s,122555950,
2025,2025-01-01,"Vazhithunaiye Video Song Dragon Pradeep Ranganathan, Kayadu Ashwath Marimuthu Le",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,U1JLtpJTe84,"Vazhithunaiye - Video Song | Dragon | Pradeep Ranganathan, Kayadu | Ashwath Marimuthu | Leon James",224.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/U1JLtpJTe84_Vazhithunaiye - Video Song  Dragon  Pradeep Rangan.%(ext)s,89776095,
2025,2025-01-01,Madai Thiranthu Hit Track Full Audio Vallavan Yogi And Natchatra New Tamil Song ,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,Z1pVeBu3PII,Madai Thiranthu Hit Track | Full Audio | Vallavan | Yogi And Natchatra | New Tamil Song 2025,343.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/Z1pVeBu3PII_Madai Thiranthu Hit Track  Full Audio  Vallavan  Y.%(ext)s,1977576,
2024,2024-01-01,@SaiAbhyankkar Aasa Kooda (Music Video) Thejo Bharathwaj Preity Mukundhan Sai Sm,Muthalvar,M.S. Viswanathan,T.M. Soundararajan,Kannadasan,a3Ue-LN5B9U,@SaiAbhyankkar - Aasa Kooda (Music Video) | Thejo Bharathwaj | Preity Mukundhan | Sai Smriti,229.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/a3Ue-LN5B9U_SaiAbhyankkar - Aasa Kooda Music Video  Thejo Bhar.%(ext)s,377084241,
2024,2024-01-01,@SaiAbhyankkar Katchi Sera (Music Video) Samyuktha Ken Royson Think Indie,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,VU23OPQ1Pmc,@SaiAbhyankkar - Katchi Sera (Music Video) | Samyuktha | Ken Royson | Think Indie,185.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/VU23OPQ1Pmc_SaiAbhyankkar - Katchi Sera Music Video  Samyuktha.%(ext)s,259561120,
2023,2023-01-01,Golden Sparrow Video Song Dhanush Priyanka Mohan Pavish Anikha GV Prakash #NEEK,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,1seR_ckLXz4,Golden Sparrow - Video Song | Dhanush | Priyanka Mohan | Pavish | Anikha | GV Prakash #NEEK,258.0,N,N,Y,/home/vscode/code/research/tamil-music-history/songs/1seR_ckLXz4_Golden Sparrow - Video Song  Dhanush  Priyanka Moh.%(ext)s,275381143,
2023,2023-01-01,"Lubber Pandhu Chillanjirukkiye Video Song Harish Kalyan, Attakathi Dinesh Sean R",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,dvWdFMCC1-I,"Lubber Pandhu - Chillanjirukkiye Video Song | Harish Kalyan, Attakathi Dinesh | Sean Roldan",248.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/dvWdFMCC1-I_Lubber Pandhu - Chillanjirukkiye Video Song  Haris.%(ext)s,121557501,
2023,2023-01-01,"Diesel Beer Song Music Video Harish Kalyan, Athulyaa Dhibu Ninan Thomas Shanmuga",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,V8D5P04kZ_M,"Diesel - Beer Song Music Video | Harish Kalyan, Athulyaa | Dhibu Ninan Thomas | Shanmugam Muthusamy",218.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/V8D5P04kZ_M_Diesel - Beer Song Music Video  Harish Kalyan Athu.%(ext)s,78548357,
2023,2023-01-01,Adhirudha Video Song Mark Antony T.Rajendar Vishal S.J.Suryah GV Prakas Adhik S.,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,pOLAtEQYGU8,Adhirudha Video Song | Mark Antony | T.Rajendar | Vishal | S.J.Suryah | GV Prakas | Adhik | S.Vinod,195.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/pOLAtEQYGU8_Adhirudha Video Song  Mark Antony  TRajendar  Vish.%(ext)s,36445667,
2023,2023-01-01,"En Rojaa Neeye Video Song Kushi Vijay Deverakonda, Samantha Ruth Prabhu Hesham A",Roja,A.R. Rahman,S.P. Balasubrahmanyam; K.S. Chithra,Vairamakrishnan,2m9esh3PG98,"En Rojaa Neeye - Video Song | Kushi | Vijay Deverakonda, Samantha Ruth Prabhu | Hesham Abdul Wahab",285.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/2m9esh3PG98_En Rojaa Neeye - Video Song  Kushi  Vijay Deverako.%(ext)s,33429823,
2023,2023-01-01,"Railin Oligal Video Blue Star Ashok Selvan, Keerthi Govind Vasantha Jaya Kumar P",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,7aJNeIExVrQ,"Railin Oligal - Video | Blue Star | Ashok Selvan, Keerthi | Govind Vasantha | Jaya Kumar| Pa.Ranjith",163.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/7aJNeIExVrQ_Railin Oligal - Video  Blue Star  Ashok Selvan Kee.%(ext)s,22386528,
2023,2023-01-01,Jawan,Jawan,Anirudh,Anirudh,Vijay Sethupathi,8eYG5QGZAZs,,0,Y,Y,Y,/home/vscode/code/research/tamil-music-history/songs/8eYG5QGZAZs_.%(ext)s,0,
2022,2022-01-01,Mallipoo Video Song VTK HDR Silambarasan TR Gautham Vasudev Menon @ARRahman Vels,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,MrzkoLKpgLU,Mallipoo Video Song | VTK | HDR | Silambarasan TR | Gautham Vasudev Menon |  @ARRahman | Vels,241.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/MrzkoLKpgLU_Mallipoo Video Song  VTK  HDR  Silambarasan TR  Ga.%(ext)s,203544831,
2022,2022-01-01,"Darbuka Siva, Sid Sriram Title Track Video Darbuka Siva Sid Sriram Thamarai",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,ATElufr0OiE,"Darbuka Siva, Sid Sriram - Title Track Video | Darbuka Siva | Sid Sriram | Thamarai",336.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/ATElufr0OiE_Darbuka Siva Sid Sriram - Title Track Video  Darbu.%(ext)s,192582066,
2022,2022-01-01,Megham Karukatha Official Video Song Thiruchitrambalam Dhanush Anirudh Sun Pictu,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,cEWwJxEq9Lg,Megham Karukatha - Official Video Song | Thiruchitrambalam | Dhanush | Anirudh | Sun Pictures,283.0,N,N,Y,/home/vscode/code/research/tamil-music-history/songs/cEWwJxEq9Lg_Megham Karukatha - Official Video Song  Thiruchitr.%(ext)s,174434040,
2022,2022-01-01,Full Video: Jimikki Ponnu (Tamil) Varisu Thalapathy Vijay Thaman S Vamshi Paidip,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,HfMTwkVQohM,Full Video: Jimikki Ponnu (Tamil) Varisu | Thalapathy Vijay | Thaman S | Vamshi Paidipally,236.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/HfMTwkVQohM_Full Video Jimikki Ponnu Tamil Varisu  Thalapathy .%(ext)s,161874772,
2022,2022-01-01,JollyO Gymkhana Video Song Beast Thalapathy Vijay Pooja Hegde Sun Pictures Nelso,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,PhxfspwMdww,JollyO Gymkhana - Video Song| Beast | Thalapathy Vijay | Pooja Hegde | Sun Pictures| Nelson| Anirudh,195.0,N,N,Y,/home/vscode/code/research/tamil-music-history/songs/PhxfspwMdww_JollyO Gymkhana - Video Song Beast  Thalapathy Vij.%(ext)s,110080322,
2022,2022-01-01,"Viruman Kanja Poovu Kannala Video Karthi, Aditi Shankar Yuvan Shankar Raja Mutha",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,3c3sV-A8vow,"Viruman - Kanja Poovu Kannala Video | Karthi, Aditi Shankar | Yuvan Shankar Raja | Muthaiya",242.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/3c3sV-A8vow_Viruman - Kanja Poovu Kannala Video  Karthi Aditi .%(ext)s,70600385,
2022,2022-01-01,Kurumugil Video Song Sita Ramam (Tamil) Dulquer Mrunal Vishal Hanu Raghavapudi,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,FLvxuM1_rDk,Kurumugil Video Song - Sita Ramam (Tamil) | Dulquer | Mrunal | Vishal | Hanu Raghavapudi,242.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/FLvxuM1_rDk_Kurumugil Video Song - Sita Ramam Tamil  Dulquer  .%(ext)s,57885662,
2022,2022-01-01,Beast,Beast,Anirudh,Anirudh,Vijay Sethupathi,m87B0ulgN64,,0,Y,Y,Y,/home/vscode/code/research/tamil-music-history/songs/m87B0ulgN64_.%(ext)s,0,
2021,2021-01-01,"Tum Tum Video Song Enemy (Tamil) Vishal,Arya Anand Shankar Vinod Kumar Thaman S",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,tYSrY4iPX6w,"Tum Tum - Video Song | Enemy (Tamil) | Vishal,Arya | Anand Shankar | Vinod Kumar | Thaman S",185.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/tYSrY4iPX6w_Tum Tum - Video Song  Enemy Tamil  VishalArya  Ana.%(ext)s,717479665,
2021,2021-01-01,Eeswaran Mangalyam Video Song Silambarasan TR Nidhhi Agerwal Susienthiran Thaman,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,r3bngwZsfMI,Eeswaran | Mangalyam Video Song | Silambarasan TR | Nidhhi Agerwal | Susienthiran | Thaman S,263.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/r3bngwZsfMI_Eeswaran  Mangalyam Video Song  Silambarasan TR  N.%(ext)s,264286705,
2021,2021-01-01,Kutty Pattas Music Video Ashwin Reba John Venki Santhosh Dhayanidhi Sandy,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,KfUExOXxU5Q,Kutty Pattas Music Video | Ashwin | Reba John | Venki | Santhosh Dhayanidhi | Sandy,243.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/KfUExOXxU5Q_Kutty Pattas Music Video  Ashwin  Reba John  Venki.%(ext)s,202076266,
2021,2021-01-01,"Teddy 🧸 Nanbiye Video Song Arya, Sayyeshaa D. Imman Shakti Soundar Rajan",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,6o8pxa1PJ1g,"Teddy 🧸 | Nanbiye Video Song | Arya, Sayyeshaa | D. Imman | Shakti Soundar Rajan",272.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/6o8pxa1PJ1g_Teddy   Nanbiye Video Song  Arya Sayyeshaa  D Imma.%(ext)s,129646161,
2021,2021-01-01,Netrikann Idhuvum Kadandhu Pogum Video Nayanthara Vignesh Shivan Girishh,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,ZWuzH0fW8l0,Netrikann - Idhuvum Kadandhu Pogum Video | Nayanthara | Vignesh Shivan | Girishh,311.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/ZWuzH0fW8l0_Netrikann - Idhuvum Kadandhu Pogum Video  Nayantha.%(ext)s,54248287,
2020,2020-01-01,Viduthalai Part 1 Kaattumalli Video Vetri Maaran Ilaiyaraaja Soori Vijay Sethupa,Vetri,Viswanathan Ramamoorthy,T.M. Soundararajan,Kannadasan,MAa_8XwAVlA,Viduthalai Part 1 - Kaattumalli Video | Vetri Maaran | Ilaiyaraaja | Soori | Vijay Sethupathi,314.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/MAa_8XwAVlA_Viduthalai Part 1 - Kaattumalli Video  Vetri Maara.%(ext)s,149689758,
2020,2020-01-01,"Kaathuvaakula Rendu Kaadhal Dippam Dappam Video Vijay Sethupathi, Anirudh",Kadal Meengal,M.S. Viswanathan,T.M. Soundararajan,Kannadasan,tFX2UvkQj44,"Kaathuvaakula Rendu Kaadhal - Dippam Dappam Video | Vijay Sethupathi, Anirudh",206.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/tFX2UvkQj44_Kaathuvaakula Rendu Kaadhal - Dippam Dappam Video .%(ext)s,115891818,
2020,2020-01-01,Master,Master,Anirudh,Anirudh,Vijay Sethupathi,nCNqPgXDYhY,,0,Y,Y,Y,/home/vscode/code/research/tamil-music-history/songs/nCNqPgXDYhY_.%(ext)s,0,
2019,2019-01-01,Rummy Koodamela Koodavechi Video Imman Vijay Sethupathi,Muthalvar,M.S. Viswanathan,T.M. Soundararajan,Kannadasan,VpJDmKKz3yg,Rummy - Koodamela Koodavechi Video | Imman | Vijay Sethupathi,285.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/VpJDmKKz3yg_Rummy - Koodamela Koodavechi Video  Imman  Vijay S.%(ext)s,190173012,
2019,2019-01-01,"Mehandi Circus Kodi Aruvi Video Song Sean Roldan Ranga, Shweta Tripathi Saravana",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,ABUOwTuuW94,"Mehandi Circus | Kodi Aruvi Video Song | Sean Roldan | Ranga, Shweta Tripathi | Saravana Rajendran",213.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/ABUOwTuuW94_Mehandi Circus  Kodi Aruvi Video Song  Sean Roldan.%(ext)s,161478877,
2019,2019-01-01,"Comali Hi Sonna Podhum Video Jayam Ravi, Samyuktha Hegde Hiphop Tamizha",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,G_UEVscPspo,"Comali - Hi Sonna Podhum Video | Jayam Ravi, Samyuktha Hegde| Hiphop Tamizha",223.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/G_UEVscPspo_Comali - Hi Sonna Podhum Video  Jayam Ravi Samyukt.%(ext)s,71727961,
2019,2019-01-01,"Sivappu Manjal Pachai Idhudhaan Video Song G.V.Prakash Kumar, Kashmira Sasi Sidd",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,7ydI06TnEJs,"Sivappu Manjal Pachai | Idhudhaan Video Song | G.V.Prakash Kumar, Kashmira | Sasi | Siddhu Kumar",191.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/7ydI06TnEJs_Sivappu Manjal Pachai  Idhudhaan Video Song  GVPra.%(ext)s,62014715,
2019,2019-01-01,DARBAR (Tamil) Tharam Maara Single (Video Song) Rajinikanth AR Murugadoss Anirud,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,QUoJIknUk-A,DARBAR (Tamil) - Tharam Maara Single (Video Song) | Rajinikanth | AR Murugadoss | Anirudh,222.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/QUoJIknUk-A_DARBAR Tamil - Tharam Maara Single Video Song  Raj.%(ext)s,18644983,
2019,2019-01-01,Petta,Petta,Anirudh,Anirudh,Vijay Sethupathi,88iypMO9H7g,,0,Y,Y,Y,/home/vscode/code/research/tamil-music-history/songs/88iypMO9H7g_.%(ext)s,0,
2018,2018-01-01,NGK Anbae Peranbae Video Suriya Yuvan Shankar Raja Selvaraghavan,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,N_iW0VC3IdI,NGK - Anbae Peranbae Video | Suriya | Yuvan Shankar Raja | Selvaraghavan,260.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/N_iW0VC3IdI_NGK - Anbae Peranbae Video  Suriya  Yuvan Shankar .%(ext)s,196303797,
2018,2018-01-01,Kanaa Othaiyadi Pathayila Video Arunraja Kamaraj Dhibu Ninan Thomas,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,qP8e7lFdEho,Kanaa - Othaiyadi Pathayila Video | Arunraja Kamaraj | Dhibu Ninan Thomas,254.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/qP8e7lFdEho_Kanaa - Othaiyadi Pathayila Video  Arunraja Kamara.%(ext)s,176094976,
2018,2018-01-01,"Oh My Kadavule Kadhaippoma Video Ashok Selvan, Ritika Singh Leon James",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,DScFlfN9vDk,"Oh My Kadavule - Kadhaippoma Video | Ashok Selvan, Ritika Singh | Leon James",235.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/DScFlfN9vDk_Oh My Kadavule - Kadhaippoma Video  Ashok Selvan R.%(ext)s,114278412,
2018,2018-01-01,"Imaikkaa Nodigal Vilambara Idaiveli Video Song Hiphop Tamizha Atharvaa, Raashi K",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,dsrku40uZMc,"Imaikkaa Nodigal | Vilambara Idaiveli Video Song | Hiphop Tamizha | Atharvaa, Raashi Khanna",283.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/dsrku40uZMc_Imaikkaa Nodigal  Vilambara Idaiveli Video Song  H.%(ext)s,97683225,
2018,2018-01-01,Ullaallaa Official Video (Tamil) Petta Video Songs Rajinikanth Anirudh Ravichand,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,oLgzs8nut3A,Ullaallaa Official Video (Tamil) | Petta Video Songs | Rajinikanth | Anirudh Ravichander,252.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/oLgzs8nut3A_Ullaallaa Official Video Tamil  Petta Video Songs .%(ext)s,73083669,
2018,2018-01-01,"Sarkar OMG Ponnu Song Video (Tamil) Thalapathy Vijay, Keerthy Suresh @ARRahman",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,kBc4CvJKpEE,"Sarkar  - OMG Ponnu Song Video (Tamil) | Thalapathy Vijay, Keerthy Suresh | @ARRahman",231.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/kBc4CvJKpEE_Sarkar  - OMG Ponnu Song Video Tamil  Thalapathy V.%(ext)s,59439346,
2018,2018-01-01,"Petta Ilamai Thirumbudhe Official Video (Tamil) Rajinikanth, Simran Anirudh Ravi",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,TKeU1bLlAcc,"Petta - Ilamai Thirumbudhe Official Video (Tamil) | Rajinikanth, Simran | Anirudh Ravichander",222.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/TKeU1bLlAcc_Petta - Ilamai Thirumbudhe Official Video Tamil  R.%(ext)s,45330266,
2018,2018-01-01,"Kadaikutty Singam Adivellakkaara Velaayi Video Tamil Video Karthi, Sayyeshaa D. ",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,ay92dzwAHZc,"Kadaikutty Singam - Adivellakkaara Velaayi Video | Tamil Video | Karthi, Sayyeshaa | D. Imman",174.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/ay92dzwAHZc_Kadaikutty Singam - Adivellakkaara Velaayi Video  .%(ext)s,21251886,
2018,2018-01-01,U Turn The Karma Theme (Tamil) Samantha Anirudh Ravichander,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,pnWvZCAvv9Y,U Turn - The Karma Theme (Tamil) - Samantha | Anirudh Ravichander,202.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/pnWvZCAvv9Y_U Turn - The Karma Theme Tamil - Samantha  Anirudh.%(ext)s,9111492,
2017,2017-01-01,Thaanaa Serndha Koottam Sodakku Tamil Video Suriya Anirudh l Keerthi Suresh,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,pn6M7_L1JbQ,Thaanaa Serndha Koottam - Sodakku Tamil Video | Suriya | Anirudh l Keerthi Suresh,239.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/pn6M7_L1JbQ_Thaanaa Serndha Koottam - Sodakku Tamil Video  Sur.%(ext)s,116396537,
2017,2017-01-01,"Mersal Maacho Tamil Video Vijay, Kajal Aggarwal A.R. Rahman",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,MmvpbLdaIRs,"Mersal - Maacho Tamil Video | Vijay, Kajal Aggarwal | A.R. Rahman",187.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/MmvpbLdaIRs_Mersal - Maacho Tamil Video  Vijay Kajal Aggarwal .%(ext)s,116017821,
2017,2017-01-01,"Vikram Vedha Songs Yaanji Video Song R. Madhavan, Vijay Sethupathi Sam C.S Aniru",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,Y3-PeuQ7nvY,"Vikram Vedha Songs | Yaanji Video Song | R. Madhavan, Vijay Sethupathi | Sam C.S | Anirudh",207.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/Y3-PeuQ7nvY_Vikram Vedha Songs  Yaanji Video Song  R Madhavan .%(ext)s,108959291,
2017,2017-01-01,"Maragatha Naanayam Nee Kavithaigala Song with Lyrics Aadhi, Nikki Galrani Dhibu ",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,pVkDZueTBpY,"Maragatha Naanayam | Nee Kavithaigala Song with Lyrics | Aadhi, Nikki Galrani | Dhibu Ninan Thomas",286.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/pVkDZueTBpY_Maragatha Naanayam  Nee Kavithaigala Song with Lyr.%(ext)s,89227284,
2017,2017-01-01,Mersal Mersal Arasan Tamil Video Vijay A.R. Rahman,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,Wxqu1eVJ4Vs,Mersal - Mersal Arasan Tamil Video | Vijay | A.R. Rahman,258.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/Wxqu1eVJ4Vs_Mersal - Mersal Arasan Tamil Video  Vijay  AR Rahm.%(ext)s,72031258,
2017,2017-01-01,"Bogan Senthoora Video Jayam Ravi, Hansika Imman Latest Tamil Hit 2017",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,P6z1zU3UxWU,"Bogan - Senthoora Video | Jayam Ravi, Hansika | Imman | Latest Tamil Hit 2017",262.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/P6z1zU3UxWU_Bogan - Senthoora Video  Jayam Ravi Hansika  Imman.%(ext)s,59961587,
2017,2017-01-01,"Velaikkaran Karuthavanlaam Galeejaam Video Sivakarthikeyan, Nayanthara Anirudh",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,es-5OLRrUf8,"Velaikkaran - Karuthavanlaam Galeejaam Video | Sivakarthikeyan, Nayanthara | Anirudh",199.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/es-5OLRrUf8_Velaikkaran - Karuthavanlaam Galeejaam Video  Siva.%(ext)s,58195214,
2017,2017-01-01,Thaanaa Serndha Koottam Sodakku Tamil Lyric Suriya Anirudh l Vignesh ShivN,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,ZVx_ELdttg8,Thaanaa Serndha Koottam - Sodakku Tamil Lyric | Suriya | Anirudh l Vignesh ShivN,240.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/ZVx_ELdttg8_Thaanaa Serndha Koottam - Sodakku Tamil Lyric  Sur.%(ext)s,57159167,
2017,2017-01-01,"Mersal Neethanae Tamil Lyric Video Vijay, Samantha A R Rahman Atlee",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,jCafZht8yMA,"Mersal - Neethanae Tamil Lyric Video | Vijay, Samantha | A R Rahman | Atlee",273.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/jCafZht8yMA_Mersal - Neethanae Tamil Lyric Video  Vijay Samant.%(ext)s,55704803,
2017,2017-01-01,"Sema Songs Sandalee Video Song G.V. Prakash Kumar, Arthana Binu Valliganth Pandi",I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,Q-A62p6sJ5E,"Sema Songs | Sandalee Video Song | G.V. Prakash Kumar, Arthana Binu | Valliganth | Pandiraj",261.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/Q-A62p6sJ5E_Sema Songs  Sandalee Video Song  GV Prakash Kumar .%(ext)s,48745282,
2017,2017-01-01,Saravanan Irukka Bayamaen Lalaa Kadai Saanthi Video Imman Super Hit Song,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,D3O6nOrI5Ug,Saravanan Irukka Bayamaen - Lalaa Kadai Saanthi Video | Imman | Super Hit Song,307.0,Y,N,Y,/home/vscode/code/research/tamil-music-history/songs/D3O6nOrI5Ug_Saravanan Irukka Bayamaen - Lalaa Kadai Saanthi Vi.%(ext)s,43517292,
2017,2017-01-01,Mattikkiten Official Video Song Padaiveeran Karthik Raja Vijay Yesudas Dhana,I,A.R. Rahman,A.R. Rahman; Others,Vairamakrishnan,n1RDN_KBTOY,Mattikkiten - Official Video Song | Padaiveeran | Karthik Raja | Vijay Yesudas | Dhana,173.0,N,N,Y,/home/vscode/code/research/tamil-music-history/songs/n1RDN_KBTOY_Mattikkiten - Official Video Song  Padaiveeran  Ka.%(ext)s,36355561,
